EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM1273,38,36-45,0,3,1153,1,6,2,4,1,1782,4,0,40,2,1,2,3,1,3702,Upto 5k,16376,1,Y,0,11,3,2,80,1,5,3,3,5,4,0,4.0
RM1290,38,36-45,0,0,1336,0,2,3,0,1,1805,1,1,100,3,1,1,2,0,2592,Upto 5k,7129,5,Y,0,13,3,4,80,3,13,3,3,11,10,3,8.0
RM1309,38,36-45,0,3,723,2,2,4,2,1,1835,2,0,77,1,2,8,4,1,5405,5k-10k,4244,2,Y,1,20,4,1,80,2,20,4,2,4,2,0,3.0
RM1374,38,36-45,0,2,1394,1,8,3,3,1,1937,4,0,58,2,2,6,2,0,2133,Upto 5k,18115,1,Y,1,16,3,3,80,1,20,3,3,20,11,0,7.0
RM1377,38,36-45,0,3,1206,1,9,2,1,1,1940,2,1,71,3,1,6,4,0,4771,Upto 5k,14293,2,Y,0,19,3,4,80,2,10,0,4,5,2,0,3.0
RM1392,38,36-45,0,3,1404,2,1,3,1,1,1961,1,1,59,2,1,8,1,2,2858,Upto 5k,11473,4,Y,0,14,3,1,80,0,20,3,2,1,0,0,0.0
RM1401,38,36-45,0,2,1444,0,1,4,4,1,1972,4,1,88,3,1,1,2,1,2991,Upto 5k,5224,0,Y,1,11,3,2,80,1,7,2,3,6,2,1,2.0
RM1417,38,36-45,0,3,1321,2,1,4,1,1,1995,4,1,86,3,2,7,2,1,4440,Upto 5k,7636,0,Y,0,15,3,1,80,2,16,3,3,15,13,5,8.0
RM1419,38,36-45,0,2,508,1,6,4,1,1,1997,1,1,72,2,2,4,3,1,5321,5k-10k,14284,2,Y,0,11,3,4,80,1,10,1,3,8,3,7,7.0
RM1431,38,36-45,0,3,201,1,10,3,3,1,2015,2,0,99,1,3,5,3,1,13206,10k-15k,3376,3,Y,0,12,3,1,80,1,20,3,3,18,16,1,11.0
RM1452,38,36-45,0,1,345,2,10,2,1,1,2041,1,0,100,3,2,7,4,1,5343,5k-10k,5982,1,Y,0,11,3,3,80,1,10,1,3,10,7,1,9.0
RM034,39,36-45,1,3,895,2,5,3,5,1,42,4,1,56,3,2,8,4,1,2086,Upto 5k,3335,3,Y,0,14,3,3,80,1,19,6,4,1,0,0,0.0
RM138,39,36-45,0,3,1329,2,4,4,1,1,182,4,0,47,2,2,7,3,1,5902,5k-10k,14590,4,Y,0,14,3,3,80,1,17,1,4,15,11,5,9.0
RM241,39,36-45,0,3,1431,1,1,4,3,1,332,3,0,96,3,1,2,3,0,2232,Upto 5k,15417,7,Y,0,14,3,3,80,3,7,1,3,3,2,1,2.0
RM252,39,36-45,0,2,505,1,2,4,5,1,343,3,0,64,3,3,0,3,2,10938,10k-15k,6420,0,Y,0,25,4,4,80,0,20,1,3,19,6,11,
RM305,39,36-45,0,3,1132,1,1,3,3,1,417,3,1,48,4,3,0,4,0,9613,5k-10k,10942,0,Y,0,17,3,1,80,3,19,5,2,18,10,3,7.0
RM315,39,36-45,0,3,117,1,10,1,3,1,429,3,1,99,3,4,3,1,1,17068,15k+,5355,1,Y,1,14,3,4,80,0,21,3,3,21,9,11,10.0
RM327,39,36-45,0,2,672,1,7,2,3,1,444,3,1,54,2,5,3,4,1,19272,15k+,21141,1,Y,0,15,3,1,80,1,21,2,3,21,9,13,3.0
RM328,39,36-45,1,3,1162,2,3,2,3,1,445,4,0,41,3,2,7,3,1,5238,5k-10k,17778,4,Y,1,18,3,1,80,0,12,3,2,1,0,0,0.0
RM401,39,36-45,0,2,1218,1,1,1,1,1,531,2,1,52,3,5,3,3,0,19197,15k+,8213,1,Y,1,14,3,3,80,1,21,3,3,21,8,1,6.0
RM450,39,36-45,0,2,443,1,8,1,1,1,602,3,0,48,3,1,2,3,1,3755,Upto 5k,17872,1,Y,0,11,3,1,80,1,8,3,3,8,3,0,7.0
RM527,39,36-45,0,3,408,1,2,4,5,1,721,4,0,80,2,2,0,3,2,4553,Upto 5k,20978,1,Y,0,11,3,1,80,0,20,4,3,20,7,11,10.0
RM552,39,36-45,0,3,141,0,3,3,0,1,760,3,0,44,4,2,1,2,1,6389,5k-10k,18767,9,Y,0,15,3,3,80,1,12,3,1,8,3,3,6.0
RM655,39,36-45,0,3,1383,0,2,3,1,1,909,4,0,42,2,2,1,4,1,5204,5k-10k,7790,8,Y,0,11,3,3,80,2,13,2,3,5,4,0,4.0
RM670,39,36-45,1,3,1122,1,6,3,3,1,932,4,1,70,3,1,2,1,1,2404,Upto 5k,4303,7,Y,1,21,4,4,80,0,8,2,1,2,2,2,2.0
RM706,39,36-45,0,3,903,2,2,5,1,1,985,1,1,41,4,3,7,3,2,7880,5k-10k,2560,0,Y,0,18,3,4,80,0,9,3,3,8,7,0,7.0
RM739,39,36-45,0,3,466,1,1,1,1,1,1026,4,0,65,2,4,4,4,1,12742,10k-15k,7060,1,Y,0,16,3,3,80,1,21,3,3,21,6,11,8.0
RM754,39,36-45,0,2,945,1,22,3,3,1,1043,4,0,82,3,3,4,1,2,10880,10k-15k,5083,1,Y,1,13,3,3,80,0,21,2,3,21,6,2,8.0
RM814,39,36-45,1,2,203,1,2,3,1,1,1127,1,1,84,3,4,0,4,0,12169,10k-15k,13547,7,Y,0,11,3,4,80,3,21,4,3,18,7,11,5.0
RM817,39,36-45,0,0,439,1,9,3,1,1,1132,3,1,70,3,2,2,2,2,6782,5k-10k,8770,9,Y,0,15,3,3,80,0,9,2,2,5,4,0,3.0
RM938,39,36-45,0,3,412,1,13,4,3,1,1307,3,0,94,2,4,3,2,0,17123,15k+,17334,6,Y,1,13,3,4,80,2,21,4,3,19,9,15,2.0
RM941,39,36-45,1,3,360,1,23,3,3,1,1310,3,1,93,3,1,6,1,2,3904,Upto 5k,22154,0,Y,0,13,3,1,80,0,6,2,3,5,2,0,3.0
RM950,39,36-45,0,3,524,1,18,2,1,1,1322,1,1,32,3,2,4,3,2,4534,Upto 5k,13352,0,Y,0,11,3,1,80,0,9,6,3,8,7,1,7.0
RM987,39,36-45,0,3,1498,2,21,4,1,1,1390,1,1,44,2,2,7,4,1,6120,5k-10k,3567,3,Y,1,12,3,4,80,2,8,2,4,5,4,1,4.0
RM993,39,36-45,0,0,1485,1,25,2,1,1,1397,3,1,71,3,3,0,3,1,10920,10k-15k,3449,3,Y,0,21,4,2,80,1,13,2,3,6,4,0,5.0
RM1033,39,36-45,1,0,592,1,2,3,1,1,1458,1,0,54,2,1,2,1,2,3646,Upto 5k,17181,2,Y,1,23,4,2,80,0,11,2,4,1,0,0,0.0
RM1080,39,36-45,0,3,1089,1,6,3,1,1,1525,2,0,32,3,3,4,2,2,8376,5k-10k,9150,4,Y,0,18,3,4,80,0,9,3,3,2,0,2,2.0
RM1125,39,36-45,0,3,1462,2,6,3,3,1,1588,4,1,38,4,3,7,3,1,8237,5k-10k,4658,2,Y,0,11,3,1,80,1,11,3,3,7,6,7,6.0
RM1149,39,36-45,0,3,1387,1,10,5,3,1,1618,2,1,76,3,2,4,1,1,5377,5k-10k,3835,2,Y,0,13,3,4,80,3,10,3,3,7,7,7,7.0
RM1156,39,36-45,0,3,170,1,3,2,3,1,1627,3,1,76,2,2,2,3,0,3069,Upto 5k,10302,0,Y,0,15,3,4,80,1,11,3,3,10,8,0,7.0
RM1160,39,36-45,0,2,711,1,4,3,3,1,1633,1,0,81,3,2,4,3,2,5042,5k-10k,3140,0,Y,0,13,3,4,80,0,10,2,1,9,2,3,8.0
RM1176,39,36-45,0,3,492,1,12,3,3,1,1654,4,1,66,3,2,4,2,1,5295,5k-10k,7693,4,Y,0,21,4,3,80,0,7,3,3,5,4,1,0.0
RM1241,39,36-45,0,0,792,1,1,3,1,1,1737,4,1,77,3,2,2,4,1,6472,5k-10k,8989,1,Y,1,15,3,4,80,1,9,2,3,9,8,5,8.0
RM1285,39,36-45,0,3,1253,1,10,1,3,1,1800,3,1,65,3,3,5,3,2,13464,10k-15k,7914,7,Y,0,21,4,3,80,0,9,3,3,4,3,2,2.0
RM1293,39,36-45,0,2,766,2,20,3,1,1,1812,3,1,83,3,2,7,4,0,4127,Upto 5k,19188,2,Y,0,18,3,4,80,1,7,6,3,2,1,2,2.0
RM1336,39,36-45,0,3,835,1,19,4,4,1,1871,4,1,41,3,2,6,4,0,3902,Upto 5k,5141,8,Y,0,14,3,2,80,3,7,2,3,2,2,2,2.0
RM1367,39,36-45,0,0,1251,2,21,4,1,1,1929,1,0,32,1,2,7,3,1,5736,5k-10k,3987,6,Y,0,19,3,3,80,1,10,1,3,3,2,1,2.0
RM1373,39,36-45,0,3,867,1,9,2,3,1,1936,1,1,87,3,2,4,1,1,5151,5k-10k,12315,1,Y,0,25,4,4,80,1,10,3,3,10,0,7,9.0
RM1404,39,36-45,0,3,119,2,15,4,2,1,1975,2,1,77,3,4,7,1,2,13341,10k-15k,25098,0,Y,0,12,3,1,80,0,21,3,3,20,8,11,10.0
RM1430,39,36-45,0,3,116,1,24,1,1,1,2014,1,1,52,3,2,6,4,2,4108,Upto 5k,5340,7,Y,0,13,3,1,80,0,18,2,3,7,7,1,7.0
RM1438,39,36-45,0,0,105,1,9,3,1,1,2022,4,1,87,3,5,3,4,2,19431,15k+,15302,2,Y,0,13,3,3,80,0,21,3,2,6,0,1,3.0
RM1463,39,36-45,0,3,722,2,24,1,2,1,2056,2,0,60,2,4,7,4,1,12031,10k-15k,8828,0,Y,0,11,3,1,80,1,21,2,2,20,9,9,6.0
RM1467,39,36-45,0,3,613,1,6,1,3,1,2062,4,1,42,2,3,0,1,1,9991,5k-10k,21457,4,Y,0,15,3,1,80,1,9,5,3,7,7,1,7.0
RM1463,39,36-45,0,3,722,2,24,1,2,1,2056,2,0,60,2,4,7,4,1,12031,10k-15k,8828,0,Y,0,11,3,1,80,1,21,2,2,20,9,9,6.0
RM1467,39,36-45,0,3,613,1,6,1,3,1,2062,4,1,42,2,3,0,1,1,9991,5k-10k,21457,4,Y,0,15,3,1,80,1,9,5,3,7,7,1,1.0
RM091,40,36-45,0,2,530,1,1,4,1,1,119,3,1,78,2,4,0,2,1,13503,10k-15k,14115,1,Y,0,22,4,4,80,1,22,3,2,22,3,11,11.0
RM151,40,36-45,0,2,1395,1,26,3,3,1,202,2,0,54,3,2,6,2,0,5605,5k-10k,8504,1,Y,0,11,3,1,80,1,20,2,3,20,7,2,13.0
RM159,40,36-45,0,3,630,2,4,4,2,1,215,3,1,67,2,3,7,4,1,10855,10k-15k,8552,7,Y,0,11,3,1,80,1,15,2,2,12,11,2,11.0
RM187,40,36-45,0,3,989,1,4,1,3,1,253,4,0,46,3,5,3,3,1,19033,15k+,6499,1,Y,0,14,3,2,80,1,21,2,3,20,8,9,9.0
RM204,40,36-45,0,3,905,1,19,2,3,1,281,3,1,99,3,2,2,4,1,2741,Upto 5k,16523,8,Y,1,15,3,3,80,1,15,2,4,7,2,3,7.0
RM209,40,36-45,0,0,1151,1,9,5,1,1,287,4,1,63,2,2,0,4,1,4876,Upto 5k,14242,9,Y,0,14,3,4,80,1,5,5,1,3,2,0,
RM244,40,36-45,0,3,1300,1,24,2,5,1,335,1,1,62,3,2,6,4,0,3319,Upto 5k,24447,1,Y,0,17,3,1,80,2,9,3,3,9,8,4,7.0
RM258,40,36-45,0,3,1416,1,2,2,3,1,352,1,1,49,3,5,5,3,0,19436,15k+,5949,0,Y,0,19,3,4,80,1,22,5,3,21,7,3,
RM336,40,36-45,0,3,1124,2,1,2,3,1,453,2,1,57,1,2,7,4,1,7457,5k-10k,13273,2,Y,1,22,4,3,80,3,6,2,2,4,3,0,2.0
RM362,40,36-45,0,3,1171,1,10,4,1,1,483,4,0,46,4,1,2,3,1,2213,Upto 5k,22495,3,Y,1,13,3,3,80,1,10,3,3,7,7,1,
RM369,40,36-45,1,3,575,2,22,2,2,1,492,3,1,68,2,2,7,3,1,6380,5k-10k,6110,2,Y,1,12,3,1,80,2,8,6,3,6,4,1,0.0
RM388,40,36-45,0,3,759,2,2,2,2,1,516,4,0,46,3,2,7,2,0,5715,5k-10k,22553,7,Y,0,12,3,3,80,2,8,5,3,5,4,1,3.0
RM392,40,36-45,0,3,555,1,2,3,3,1,521,2,0,78,2,2,2,3,1,3448,Upto 5k,13436,6,Y,0,22,4,2,80,1,20,3,3,1,0,0,0.0
RM418,40,36-45,0,3,1398,2,2,4,1,1,558,3,0,79,3,5,3,3,1,18041,15k+,13022,0,Y,0,14,3,4,80,0,21,2,3,20,15,1,12.0
RM449,40,36-45,0,3,302,1,6,3,1,1,601,2,0,75,3,4,4,3,2,13237,10k-15k,20364,7,Y,0,15,3,3,80,0,22,3,3,20,6,5,13.0
RM459,40,36-45,0,0,1094,2,28,3,4,1,615,3,1,58,1,3,7,1,0,10932,10k-15k,11373,3,Y,0,15,3,3,80,1,20,2,3,1,0,0,1.0
RM534,40,36-45,0,2,580,2,5,4,1,1,729,4,1,48,2,3,7,1,1,10475,10k-15k,23772,5,Y,1,21,4,3,80,1,20,2,3,18,13,1,12.0
RM554,40,36-45,0,3,804,1,2,1,3,1,763,4,0,86,2,1,6,4,2,2342,Upto 5k,22929,0,Y,1,20,4,4,80,0,5,2,2,4,2,2,3.0
RM583,40,36-45,0,2,791,1,2,2,3,1,807,3,0,38,4,2,0,2,1,4244,Upto 5k,9931,1,Y,0,24,4,4,80,1,8,2,3,8,7,3,7.0
RM602,40,36-45,0,2,720,1,16,4,3,1,832,1,1,51,2,2,2,3,2,5094,5k-10k,11983,6,Y,0,14,3,4,80,0,10,6,3,1,0,0,0.0
RM685,40,36-45,0,3,658,2,10,4,2,1,954,1,1,67,2,3,7,2,0,9705,5k-10k,20652,2,Y,0,12,3,2,80,1,11,2,2,1,0,0,0.0
RM692,40,36-45,0,2,1469,1,9,4,3,1,964,4,1,35,3,1,6,2,0,3617,Upto 5k,25063,8,Y,1,14,3,4,80,1,3,2,3,1,1,0,0.0
RM707,40,36-45,1,0,1479,2,24,3,1,1,986,2,0,100,4,4,7,2,2,13194,10k-15k,17071,4,Y,1,16,3,4,80,0,22,2,2,1,0,0,0.0
RM769,40,36-45,0,3,300,2,26,3,2,1,1066,3,1,74,3,2,7,1,1,8396,5k-10k,22217,1,Y,0,14,3,2,80,1,8,3,2,7,7,7,5.0
RM786,40,36-45,0,3,1492,1,20,4,5,1,1092,1,1,61,3,3,0,4,1,10322,10k-15k,26542,4,Y,0,20,4,4,80,1,14,6,3,11,10,11,1.0
RM815,40,36-45,0,3,1308,1,14,3,3,1,1128,3,1,44,2,5,5,3,2,19626,15k+,17544,1,Y,0,14,3,1,80,0,21,2,4,20,7,4,9.0
RM838,40,36-45,0,2,593,1,9,4,3,1,1166,2,0,88,3,3,5,3,2,13499,10k-15k,13782,9,Y,0,17,3,3,80,0,20,3,2,18,7,2,13.0
RM846,40,36-45,0,2,902,1,26,2,3,1,1180,3,0,92,2,2,6,4,1,4422,Upto 5k,21203,3,Y,1,13,3,4,80,1,16,3,1,1,1,0,0.0
RM867,40,36-45,0,2,1184,2,2,4,3,1,1212,2,1,62,3,2,7,2,1,4327,Upto 5k,25440,5,Y,0,12,3,4,80,3,5,2,3,0,0,0,0.0
RM885,40,36-45,0,3,107,2,10,3,5,1,1239,2,0,84,2,2,7,2,0,6852,5k-10k,11591,7,Y,0,12,3,2,80,1,7,2,4,5,1,1,3.0
RM947,40,36-45,1,3,299,2,25,4,2,1,1318,4,1,57,2,3,7,2,2,9094,5k-10k,17235,2,Y,1,12,3,3,80,0,9,2,3,5,4,1,0.0
RM958,40,36-45,0,0,458,1,16,2,1,1,1340,3,1,74,3,1,6,3,0,3544,Upto 5k,8532,9,Y,0,16,3,2,80,1,6,0,3,4,2,0,0.0
RM960,40,36-45,0,3,523,1,2,3,1,1,1346,3,1,98,3,2,6,4,2,4661,Upto 5k,22455,1,Y,0,13,3,3,80,0,9,4,3,9,8,8,8.0
RM968,40,36-45,0,3,329,1,1,4,1,1,1361,2,1,88,3,1,2,2,1,2387,Upto 5k,6762,3,Y,0,22,4,3,80,1,7,3,3,4,2,0,3.0
RM979,40,36-45,0,3,1202,1,2,1,3,1,1375,2,0,89,4,2,0,3,0,6377,5k-10k,13888,5,Y,0,20,4,2,80,3,15,0,3,12,11,11,8.0
RM1030,40,36-45,0,0,663,1,9,4,4,1,1449,3,1,81,3,2,2,3,0,3975,Upto 5k,23099,3,Y,0,11,3,3,80,2,11,2,4,8,7,0,7.0
RM1041,40,36-45,0,0,218,1,8,1,3,1,1468,4,1,55,2,3,5,2,0,13757,10k-15k,25178,2,Y,0,11,3,3,80,1,16,5,3,9,8,4,8.0
RM1046,40,36-45,0,3,896,1,2,3,3,1,1474,3,1,68,3,1,6,3,0,2345,Upto 5k,8045,2,Y,0,14,3,3,80,1,8,3,4,3,1,1,2.0
RM1084,40,36-45,1,3,676,1,9,4,1,1,1534,4,1,86,3,1,2,1,2,2018,Upto 5k,21831,3,Y,0,14,3,2,80,0,15,3,1,5,4,1,0.0
RM1095,40,36-45,0,3,1342,2,9,2,3,1,1548,1,1,47,3,2,7,1,1,5473,5k-10k,19345,0,Y,0,12,3,4,80,0,9,5,4,8,4,7,1.0
RM1097,40,36-45,0,3,898,0,6,2,3,1,1550,3,1,38,3,4,3,4,2,16437,15k+,17381,1,Y,1,21,4,4,80,0,21,2,3,21,7,7,7.0
RM1099,40,36-45,0,0,1142,1,8,2,1,1,1552,4,1,72,3,2,0,4,0,4069,Upto 5k,8841,3,Y,1,18,3,3,80,0,8,2,3,2,2,2,2.0
RM1133,40,36-45,0,3,118,2,14,2,1,1,1598,4,0,84,3,2,7,1,1,4639,Upto 5k,11262,1,Y,0,15,3,3,80,1,5,2,3,5,4,1,2.0
RM1157,40,36-45,0,3,884,1,15,3,1,1,1628,1,0,80,2,3,4,3,1,10435,10k-15k,25800,1,Y,0,13,3,4,80,2,18,2,3,18,15,14,12.0
RM1165,40,36-45,0,3,448,1,16,3,1,1,1641,3,0,84,3,3,4,4,2,7945,5k-10k,19948,6,Y,1,15,3,4,80,0,18,2,2,4,2,3,3.0
RM1172,40,36-45,1,3,1329,1,7,3,1,1,1649,1,1,73,3,1,2,1,2,2166,Upto 5k,3339,3,Y,1,14,3,2,80,0,10,3,1,4,2,0,3.0
RM1230,40,36-45,0,3,369,1,8,2,1,1,1724,2,0,92,3,2,4,1,1,6516,5k-10k,5041,2,Y,1,16,3,2,80,1,18,3,3,1,0,0,0.0
RM1243,40,36-45,0,3,611,2,7,4,3,1,1740,2,1,88,3,5,3,2,2,19833,15k+,4349,1,Y,0,14,3,2,80,0,21,3,2,21,8,12,8.0
RM1287,40,36-45,0,3,616,1,2,2,1,1,1802,3,0,99,3,1,2,1,1,3377,Upto 5k,25605,4,Y,0,17,3,4,80,1,7,5,2,4,3,0,2.0
RM1300,40,36-45,0,3,1194,1,1,3,1,1,1822,3,0,52,3,2,0,4,0,6513,5k-10k,9060,4,Y,0,17,3,4,80,1,12,3,3,5,3,0,3.0
RM1305,40,36-45,0,3,750,1,12,3,1,1,1829,2,0,47,3,2,0,1,0,4448,Upto 5k,10748,2,Y,0,12,3,2,80,1,15,3,3,7,4,7,7.0
RM1349,40,36-45,0,3,1137,1,1,4,1,1,1892,1,1,98,3,4,3,1,0,16823,15k+,18991,2,Y,0,11,3,1,80,1,22,3,3,19,7,11,16.0
RM1410,40,36-45,0,2,692,1,11,3,5,1,1985,4,0,73,3,2,2,3,1,6323,5k-10k,26849,1,Y,0,11,3,1,80,1,10,2,4,10,9,9,4.0
RM1411,40,36-45,0,3,444,2,2,2,2,1,1986,2,0,92,3,2,7,2,1,5677,5k-10k,4258,3,Y,0,14,3,3,80,1,15,4,3,11,8,5,10.0
RM1428,40,36-45,0,3,543,1,1,4,1,1,2012,1,1,83,3,1,2,4,1,2406,Upto 5k,4060,8,Y,0,19,3,3,80,2,8,3,2,1,0,0,0.0
RM1456,40,36-45,0,3,1322,1,2,4,1,1,2048,3,1,52,2,1,6,3,2,2809,Upto 5k,2725,2,Y,0,14,3,4,80,0,8,2,3,2,2,2,2.0
RM1458,40,36-45,0,3,1194,1,2,4,3,1,2051,3,0,98,3,1,6,3,1,2001,Upto 5k,12549,2,Y,0,14,3,2,80,3,20,2,3,5,3,0,2.0
RM001,41,36-45,1,3,1102,2,1,2,1,1,1,2,0,94,3,2,7,4,2,5993,5k-10k,19479,8,Y,1,11,3,1,80,0,8,0,1,6,4,0,5.0
RM046,41,36-45,1,3,1360,1,12,3,5,1,58,2,0,49,3,5,5,3,1,19545,15k+,16280,1,Y,0,12,3,4,80,0,23,0,3,22,15,15,8.0
RM134,41,36-45,0,3,802,2,9,1,1,1,176,3,1,96,3,3,7,3,0,8189,5k-10k,21196,3,Y,1,13,3,3,80,1,12,2,3,9,7,0,7.0
RM148,41,36-45,0,2,857,1,10,3,1,1,199,4,1,91,2,4,3,1,0,17181,15k+,12888,4,Y,0,13,3,2,80,1,21,2,2,7,6,7,7.0
RM149,41,36-45,0,3,933,1,9,4,1,1,200,3,1,94,3,1,2,1,1,2238,Upto 5k,6961,2,Y,0,21,4,4,80,1,7,2,3,5,0,1,4.0
RM167,41,36-45,0,3,465,1,14,3,1,1,227,1,1,56,3,1,6,3,0,2451,Upto 5k,4609,4,Y,0,12,3,1,80,1,13,2,3,9,8,1,8.0
RM183,41,36-45,1,3,1356,2,20,2,2,1,248,2,0,70,3,1,8,2,2,3140,Upto 5k,21728,1,Y,1,22,4,4,80,0,4,5,2,4,3,0,2.0
RM216,41,36-45,0,3,896,2,6,3,1,1,298,4,0,75,3,3,3,4,2,13591,10k-15k,14674,3,Y,1,18,3,3,80,0,16,3,3,1,0,0,0.0
RM243,41,36-45,0,3,1411,1,19,2,1,1,334,3,1,36,3,2,6,1,0,3072,Upto 5k,19877,2,Y,0,16,3,1,80,2,17,2,2,1,0,0,0.0
RM301,41,36-45,0,3,334,2,2,4,1,1,410,4,1,88,3,4,3,2,2,16015,15k+,15896,1,Y,0,19,3,2,80,0,22,2,3,22,10,0,4.0
RM347,41,36-45,0,3,483,1,6,3,3,1,466,4,1,95,2,2,4,2,2,6032,5k-10k,10110,6,Y,1,15,3,4,80,0,8,3,3,5,4,1,2.0
RM367,41,36-45,1,2,143,2,4,3,2,1,488,1,1,56,3,2,7,2,2,9355,5k-10k,9558,1,Y,0,18,3,3,80,0,8,5,3,8,7,7,7.0
RM404,41,36-45,0,3,645,2,1,3,2,1,534,2,1,49,4,3,7,1,1,8392,5k-10k,19566,1,Y,0,16,3,3,80,1,10,2,3,10,7,0,
RM447,41,36-45,0,0,267,2,10,2,1,1,599,4,1,56,3,2,7,4,2,6230,5k-10k,13430,7,Y,0,14,3,4,80,0,16,3,3,14,3,1,10.0
RM460,41,36-45,0,0,509,1,2,4,4,1,616,1,0,62,2,2,0,3,2,6811,5k-10k,2112,2,Y,1,17,3,1,80,0,10,3,3,8,7,0,7.0
RM467,41,36-45,0,3,1276,2,2,5,1,1,625,2,0,91,3,4,3,1,1,16595,15k+,5626,7,Y,0,16,3,2,80,1,22,2,3,18,16,11,8.0
RM536,41,36-45,0,3,427,0,10,4,0,1,731,2,1,73,2,5,3,4,0,19141,15k+,8861,3,Y,0,15,3,2,80,3,23,2,2,21,6,12,6.0
RM539,41,36-45,0,3,314,0,1,3,0,1,734,4,1,59,2,5,3,3,1,19189,15k+,19562,1,Y,0,12,3,2,80,1,22,3,3,22,7,2,10.0
RM668,41,36-45,1,3,1085,1,2,4,1,1,927,2,0,57,1,1,2,4,0,2778,Upto 5k,17725,4,Y,1,13,3,3,80,1,10,1,2,7,7,1,0.0
RM687,41,36-45,0,3,263,1,6,3,3,1,957,4,1,59,3,1,2,1,2,4721,Upto 5k,3119,2,Y,1,13,3,3,80,0,20,3,3,18,13,2,17.0
RM717,41,36-45,0,2,840,1,9,3,3,1,999,1,1,64,3,5,5,3,0,19419,15k+,3735,2,Y,0,17,3,2,80,1,21,2,4,18,16,0,11.0
RM738,41,36-45,0,3,549,1,7,2,3,1,1025,4,0,42,3,2,4,3,2,5003,5k-10k,23371,6,Y,0,14,3,2,80,0,8,6,3,2,2,2,1.0
RM747,41,36-45,0,0,247,1,7,1,1,1,1035,2,0,55,1,5,5,3,0,19973,15k+,20284,1,Y,0,22,4,2,80,2,21,3,3,21,16,5,10.0
RM784,41,36-45,0,3,509,1,7,2,5,1,1085,2,0,43,4,1,6,3,1,3376,Upto 5k,18863,1,Y,0,13,3,3,80,0,10,3,3,10,6,0,8.0
RM831,41,36-45,0,3,167,1,12,4,1,1,1158,2,1,46,3,1,2,4,1,4766,Upto 5k,9051,3,Y,1,11,3,1,80,1,6,4,3,1,0,0,0.0
RM865,41,36-45,1,0,906,1,5,2,1,1,1210,1,1,95,2,1,6,1,0,2107,Upto 5k,20293,6,Y,0,17,3,1,80,1,5,2,1,1,0,0,0.0
RM952,41,36-45,0,0,256,2,10,2,3,1,1329,3,1,40,1,2,7,2,2,6151,5k-10k,22074,1,Y,0,13,3,1,80,0,19,4,3,19,2,11,9.0
RM961,41,36-45,0,2,1018,2,1,3,2,1,1349,3,0,66,3,2,7,1,0,4103,Upto 5k,4297,0,Y,0,17,3,4,80,1,10,2,3,9,3,1,7.0
RM989,41,36-45,0,2,1200,1,22,3,1,1,1392,4,0,75,3,2,6,4,0,5467,5k-10k,13953,3,Y,1,14,3,1,80,2,12,4,2,6,2,3,3.0
RM1029,41,36-45,0,3,1283,1,5,5,3,1,1448,2,1,90,4,1,6,3,1,2127,Upto 5k,5561,2,Y,1,12,3,1,80,0,7,5,2,4,2,0,3.0
RM1197,41,36-45,0,3,1206,2,23,2,1,1,1678,4,1,80,3,3,7,3,2,7082,5k-10k,11591,3,Y,1,16,3,4,80,0,21,2,3,2,0,0,2.0
RM1219,41,36-45,0,3,918,2,6,3,2,1,1708,4,1,35,3,3,7,3,2,9241,5k-10k,15869,1,Y,0,12,3,2,80,0,10,3,3,10,8,8,7.0
RM1229,41,36-45,0,0,552,0,4,3,0,1,1722,3,1,60,1,2,1,2,1,6430,5k-10k,20794,6,Y,0,19,3,2,80,1,10,4,3,3,2,1,2.0
RM1267,41,36-45,0,3,548,1,9,4,1,1,1772,3,1,94,3,1,2,1,0,2289,Upto 5k,20520,1,Y,0,20,4,2,80,2,5,2,3,5,3,0,4.0
RM1295,41,36-45,0,3,447,1,5,3,1,1,1814,2,1,85,4,2,0,2,2,6870,5k-10k,15530,3,Y,0,12,3,1,80,0,11,3,1,3,2,1,2.0
RM1296,41,36-45,0,3,796,2,4,1,2,1,1815,3,0,81,3,3,7,3,0,10447,10k-15k,26458,0,Y,1,13,3,4,80,1,23,3,4,22,14,13,5.0
RM1357,41,36-45,0,3,337,2,8,3,2,1,1909,3,0,54,3,2,7,2,1,4393,Upto 5k,26841,5,Y,0,21,4,3,80,1,14,3,3,5,4,1,4.0
RM1421,41,36-45,0,3,642,1,1,3,1,1,1999,4,1,76,3,1,6,4,1,2782,Upto 5k,21412,3,Y,0,22,4,1,80,1,12,3,3,5,3,1,0.0
RM1446,41,36-45,0,3,582,1,28,4,1,1,2034,1,0,60,2,4,4,2,1,13570,10k-15k,5640,0,Y,0,23,4,3,80,1,21,3,3,20,7,0,10.0
